Start;End;Location;Type;Place;LifeCycles
29/11/2011 15:24;29/11/2011 15:24;Fridge;Magnetic;Kitchen;2
29/11/2011 15:24;29/11/2011 15:24;Cupboard;Magnetic;Kitchen;2
29/11/2011 15:45;29/11/2011 15:45;Fridge;Magnetic;Kitchen;2
29/11/2011 15:49;29/11/2011 15:50;Basin;PIR;Bathroom;2
29/11/2011 15:52;29/11/2011 16:17;Seat;Pressure;Living;2
29/11/2011 16:31;29/11/2011 16:31;Toilet;Flush;Bathroom;2
29/11/2011 16:32;29/11/2011 16:32;Cupboard;Magnetic;Kitchen;2
29/11/2011 16:34;29/11/2011 17:08;Seat;Pressure;Living;2
29/11/2011 17:08;29/11/2011 17:09;Basin;PIR;Bathroom;2
29/11/2011 17:09;29/11/2011 17:09;Toilet;Flush;Bathroom;2
29/11/2011 17:09;29/11/2011 18:57;Seat;Pressure;Living;2
29/11/2011 19:02;29/11/2011 19:02;Maindoor;Magnetic;Entrance;2
29/11/2011 20:23;29/11/2011 20:23;Maindoor;Magnetic;Entrance;2
29/11/2011 20:28;30/11/2011 01:19;Seat;Pressure;Living;2
30/11/2011 01:22;30/11/2011 10:07;Bed;Pressure;Bedroom;3
30/11/2011 10:14;30/11/2011 10:14;Toilet;Flush;Bathroom;3
30/11/2011 10:14;30/11/2011 10:18;Shower;PIR;Bathroom;3
30/11/2011 10:23;30/11/2011 10:23;Cupboard;Magnetic;Kitchen;3
30/11/2011 10:23;30/11/2011 10:23;Fridge;Magnetic;Kitchen;3
30/11/2011 10:23;30/11/2011 10:28;Microwave;Electric;Kitchen;3
30/11/2011 10:24;30/11/2011 10:27;Toaster;Electric;Kitchen;3
30/11/2011 10:39;30/11/2011 10:41;Basin;PIR;Bathroom;3
30/11/2011 10:39;30/11/2011 10:39;Cabinet;Magnetic;Bathroom;3
30/11/2011 10:41;30/11/2011 13:05;Seat;Pressure;Living;3
30/11/2011 13:05;30/11/2011 13:05;Fridge;Magnetic;Kitchen;3
30/11/2011 13:05;30/11/2011 14:09;Seat;Pressure;Living;3
30/11/2011 14:11;30/11/2011 14:11;Toilet;Flush;Bathroom;3
30/11/2011 14:11;30/11/2011 14:11;Basin;PIR;Bathroom;3
30/11/2011 14:13;30/11/2011 14:34;Seat;Pressure;Living;3
30/11/2011 14:39;30/11/2011 14:55;Cooktop;PIR;Kitchen;3
30/11/2011 14:40;30/11/2011 14:40;Cupboard;Magnetic;Kitchen;3
30/11/2011 14:41;30/11/2011 14:42;Fridge;Magnetic;Kitchen;3
30/11/2011 14:46;30/11/2011 14:46;Fridge;Magnetic;Kitchen;3
30/11/2011 14:50;30/11/2011 14:50;Fridge;Magnetic;Kitchen;3
30/11/2011 15:11;30/11/2011 16:39;Seat;Pressure;Living;3
30/11/2011 16:40;30/11/2011 16:40;Toilet;Flush;Bathroom;3
30/11/2011 16:40;30/11/2011 16:40;Basin;PIR;Bathroom;3
30/11/2011 16:41;30/11/2011 16:41;Fridge;Magnetic;Kitchen;3
30/11/2011 16:41;30/11/2011 18:00;Seat;Pressure;Living;3
30/11/2011 18:01;30/11/2011 18:01;Basin;PIR;Bathroom;3
30/11/2011 18:01;30/11/2011 18:02;Toilet;Flush;Bathroom;3
30/11/2011 18:01;30/11/2011 18:43;Seat;Pressure;Living;3
30/11/2011 18:57;30/11/2011 18:57;Toilet;Flush;Bathroom;3
30/11/2011 18:57;30/11/2011 19:37;Seat;Pressure;Living;3
30/11/2011 19:37;30/11/2011 19:38;Toilet;Flush;Bathroom;3
30/11/2011 19:37;30/11/2011 19:37;Basin;PIR;Bathroom;3
30/11/2011 19:46;30/11/2011 19:46;Maindoor;Magnetic;Entrance;3
30/11/2011 20:05;30/11/2011 20:05;Maindoor;Magnetic;Entrance;3
30/11/2011 20:08;30/11/2011 20:08;Seat;Pressure;Living;3
30/11/2011 20:09;30/11/2011 20:13;Fridge;Magnetic;Kitchen;3
30/11/2011 20:13;30/11/2011 20:13;Basin;PIR;Bathroom;3
30/11/2011 20:14;01/12/2011 01:34;Seat;Pressure;Living;3
01/12/2011 01:37;01/12/2011 10:50;Bed;Pressure;Bedroom;4
01/12/2011 10:55;01/12/2011 10:55;Toilet;Flush;Bathroom;4
01/12/2011 10:55;01/12/2011 10:55;Cabinet;Magnetic;Bathroom;4
01/12/2011 10:55;01/12/2011 10:55;Basin;PIR;Bathroom;4
01/12/2011 10:58;01/12/2011 11:12;Shower;PIR;Bathroom;4
01/12/2011 11:17;01/12/2011 11:19;Toaster;Electric;Kitchen;4
01/12/2011 11:17;01/12/2011 11:17;Cupboard;Magnetic;Kitchen;4
01/12/2011 11:17;01/12/2011 11:17;Fridge;Magnetic;Kitchen;4
01/12/2011 11:17;01/12/2011 11:19;Microwave;Electric;Kitchen;4
01/12/2011 11:30;01/12/2011 14:29;Seat;Pressure;Living;4
01/12/2011 14:08;01/12/2011 14:08;Basin;PIR;Bathroom;4
01/12/2011 14:29;01/12/2011 14:52;Cooktop;PIR;Kitchen;4
01/12/2011 14:29;01/12/2011 14:36;Microwave;Electric;Kitchen;4
01/12/2011 14:38;01/12/2011 14:38;Fridge;Magnetic;Kitchen;4
01/12/2011 14:49;01/12/2011 14:49;Fridge;Magnetic;Kitchen;4
01/12/2011 15:09;01/12/2011 16:26;Seat;Pressure;Living;4
01/12/2011 16:26;01/12/2011 16:27;Toilet;Flush;Bathroom;4
01/12/2011 16:26;01/12/2011 17:27;Basin;PIR;Bathroom;4
01/12/2011 17:29;01/12/2011 17:29;Maindoor;Magnetic;Entrance;4
01/12/2011 18:49;01/12/2011 18:49;Maindoor;Magnetic;Entrance;4
01/12/2011 18:54;01/12/2011 18:54;Fridge;Magnetic;Kitchen;4
01/12/2011 18:55;01/12/2011 19:10;Seat;Pressure;Living;4
01/12/2011 19:28;01/12/2011 19:29;Toilet;Flush;Bathroom;4
01/12/2011 19:29;01/12/2011 23:52;Seat;Pressure;Living;4
01/12/2011 23:53;01/12/2011 23:53;Basin;PIR;Bathroom;4
01/12/2011 23:54;02/12/2011 01:18;Seat;Pressure;Living;4
02/12/2011 01:18;02/12/2011 01:18;Basin;PIR;Bathroom;4
02/12/2011 01:19;02/12/2011 02:08;Seat;Pressure;Living;4
02/12/2011 02:09;02/12/2011 02:13;Basin;PIR;Bathroom;4
02/12/2011 02:15;02/12/2011 12:15;Bed;Pressure;Bedroom;5
02/12/2011 12:20;02/12/2011 12:21;Toilet;Flush;Bathroom;5
02/12/2011 12:20;02/12/2011 12:20;Basin;PIR;Bathroom;5
02/12/2011 12:21;02/12/2011 12:21;Cabinet;Magnetic;Bathroom;5
02/12/2011 12:21;02/12/2011 12:25;Shower;PIR;Bathroom;5
02/12/2011 12:27;02/12/2011 12:28;Cupboard;Magnetic;Kitchen;5
02/12/2011 12:28;02/12/2011 12:29;Fridge;Magnetic;Kitchen;5
02/12/2011 12:29;02/12/2011 12:31;Toaster;Electric;Kitchen;5
02/12/2011 12:29;02/12/2011 12:31;Microwave;Electric;Kitchen;5
02/12/2011 12:37;02/12/2011 14:46;Seat;Pressure;Living;5
02/12/2011 14:46;02/12/2011 14:47;Fridge;Magnetic;Kitchen;5
02/12/2011 14:47;02/12/2011 15:05;Cooktop;PIR;Kitchen;5
02/12/2011 14:47;02/12/2011 14:50;Microwave;Electric;Kitchen;5
02/12/2011 14:56;02/12/2011 14:56;Fridge;Magnetic;Kitchen;5
02/12/2011 14:59;02/12/2011 14:59;Fridge;Magnetic;Kitchen;5
02/12/2011 15:24;02/12/2011 15:55;Seat;Pressure;Living;5
02/12/2011 15:56;02/12/2011 15:57;Basin;PIR;Bathroom;5
02/12/2011 15:57;02/12/2011 16:36;Seat;Pressure;Living;5
02/12/2011 16:47;02/12/2011 16:47;Toilet;Flush;Bathroom;5
02/12/2011 16:47;02/12/2011 19:39;Seat;Pressure;Living;5
02/12/2011 19:40;02/12/2011 19:40;Fridge;Magnetic;Kitchen;5
02/12/2011 19:41;02/12/2011 21:26;Seat;Pressure;Living;5
02/12/2011 21:44;02/12/2011 21:45;Toilet;Flush;Bathroom;5
02/12/2011 21:46;03/12/2011 01:41;Seat;Pressure;Living;5
03/12/2011 01:47;03/12/2011 11:56;Bed;Pressure;Bedroom;6
03/12/2011 11:59;03/12/2011 11:59;Toilet;Flush;Bathroom;6
03/12/2011 11:59;03/12/2011 11:59;Cabinet;Magnetic;Bathroom;6
03/12/2011 11:59;03/12/2011 12:01;Basin;PIR;Bathroom;6
03/12/2011 12:03;03/12/2011 12:06;Shower;PIR;Bathroom;6
03/12/2011 12:08;03/12/2011 12:08;Basin;PIR;Bathroom;6
03/12/2011 12:10;03/12/2011 12:13;Toaster;Electric;Kitchen;6
03/12/2011 12:10;03/12/2011 12:10;Cupboard;Magnetic;Kitchen;6
03/12/2011 12:10;03/12/2011 12:11;Fridge;Magnetic;Kitchen;6
03/12/2011 12:11;03/12/2011 12:13;Microwave;Electric;Kitchen;6
03/12/2011 12:21;03/12/2011 13:28;Seat;Pressure;Living;6
03/12/2011 13:29;03/12/2011 13:29;Basin;PIR;Bathroom;6
03/12/2011 13:29;03/12/2011 14:01;Seat;Pressure;Living;6
03/12/2011 14:11;03/12/2011 14:14;Basin;PIR;Bathroom;6
03/12/2011 14:18;03/12/2011 14:18;Maindoor;Magnetic;Entrance;6
03/12/2011 17:48;03/12/2011 17:48;Maindoor;Magnetic;Entrance;6
03/12/2011 17:50;03/12/2011 20:37;Seat;Pressure;Living;6
03/12/2011 20:37;03/12/2011 20:38;Maindoor;Magnetic;Entrance;6
03/12/2011 20:38;03/12/2011 23:53;Seat;Pressure;Living;6
03/12/2011 23:54;03/12/2011 23:55;Toilet;Flush;Bathroom;6
03/12/2011 23:55;04/12/2011 03:16;Seat;Pressure;Living;6
04/12/2011 03:19;04/12/2011 12:37;Bed;Pressure;Bedroom;7
04/12/2011 12:45;04/12/2011 12:46;Toilet;Flush;Bathroom;7
04/12/2011 12:46;04/12/2011 12:46;Cabinet;Magnetic;Bathroom;7
04/12/2011 12:46;04/12/2011 12:47;Basin;PIR;Bathroom;7
04/12/2011 12:50;04/12/2011 12:54;Shower;PIR;Bathroom;7
04/12/2011 12:56;04/12/2011 12:56;Fridge;Magnetic;Kitchen;7
04/12/2011 12:56;04/12/2011 12:56;Cupboard;Magnetic;Kitchen;7
04/12/2011 12:56;04/12/2011 12:58;Microwave;Electric;Kitchen;7
04/12/2011 12:56;04/12/2011 12:58;Toaster;Electric;Kitchen;7
04/12/2011 13:00;04/12/2011 13:58;Seat;Pressure;Living;7
04/12/2011 14:03;04/12/2011 14:04;Toilet;Flush;Bathroom;7
04/12/2011 14:11;04/12/2011 14:11;Maindoor;Magnetic;Entrance;7
04/12/2011 16:30;04/12/2011 16:31;Maindoor;Magnetic;Entrance;7
04/12/2011 16:34;04/12/2011 17:25;Seat;Pressure;Living;7
04/12/2011 17:27;04/12/2011 17:27;Fridge;Magnetic;Kitchen;7
04/12/2011 17:27;04/12/2011 17:43;Seat;Pressure;Living;7
04/12/2011 17:45;04/12/2011 17:45;Basin;PIR;Bathroom;7
04/12/2011 18:08;04/12/2011 18:57;Seat;Pressure;Living;7
04/12/2011 18:59;04/12/2011 18:59;Toilet;Flush;Bathroom;7
04/12/2011 18:59;04/12/2011 18:59;Basin;PIR;Bathroom;7
04/12/2011 18:59;04/12/2011 18:59;Fridge;Magnetic;Kitchen;7
04/12/2011 19:00;04/12/2011 22:20;Seat;Pressure;Living;7
04/12/2011 22:21;04/12/2011 22:22;Toilet;Flush;Bathroom;7
04/12/2011 22:21;04/12/2011 22:21;Basin;PIR;Bathroom;7
04/12/2011 22:22;05/12/2011 01:28;Seat;Pressure;Living;7
05/12/2011 01:31;05/12/2011 01:31;Basin;PIR;Bathroom;7
05/12/2011 01:35;05/12/2011 11:48;Bed;Pressure;Bedroom;8
05/12/2011 11:53;05/12/2011 11:53;Toilet;Flush;Bathroom;8
05/12/2011 11:57;05/12/2011 11:57;Basin;PIR;Bathroom;8
05/12/2011 12:01;05/12/2011 12:08;Shower;PIR;Bathroom;8
05/12/2011 12:10;05/12/2011 12:14;Seat;Pressure;Living;8
05/12/2011 12:14;05/12/2011 12:14;Cupboard;Magnetic;Kitchen;8
05/12/2011 12:14;05/12/2011 12:15;Fridge;Magnetic;Kitchen;8
05/12/2011 12:15;05/12/2011 12:17;Toaster;Electric;Kitchen;8
05/12/2011 12:15;05/12/2011 12:17;Microwave;Electric;Kitchen;8
05/12/2011 12:16;05/12/2011 12:16;Fridge;Magnetic;Kitchen;8
05/12/2011 12:26;05/12/2011 14:26;Seat;Pressure;Living;8
05/12/2011 14:28;05/12/2011 14:28;Basin;PIR;Bathroom;8
05/12/2011 14:38;05/12/2011 14:38;Maindoor;Magnetic;Entrance;8
05/12/2011 14:55;05/12/2011 14:55;Maindoor;Magnetic;Entrance;8
05/12/2011 14:57;05/12/2011 15:00;Fridge;Magnetic;Kitchen;8
05/12/2011 15:00;05/12/2011 15:00;Cupboard;Magnetic;Kitchen;8
05/12/2011 15:00;05/12/2011 15:21;Cooktop;PIR;Kitchen;8
05/12/2011 15:00;05/12/2011 15:13;Microwave;Electric;Kitchen;8
05/12/2011 15:11;05/12/2011 15:11;Fridge;Magnetic;Kitchen;8
05/12/2011 15:15;05/12/2011 15:15;Fridge;Magnetic;Kitchen;8
05/12/2011 15:18;05/12/2011 15:18;Fridge;Magnetic;Kitchen;8
05/12/2011 15:33;05/12/2011 15:33;Fridge;Magnetic;Kitchen;8
05/12/2011 15:33;05/12/2011 15:33;Cupboard;Magnetic;Kitchen;8
05/12/2011 15:42;05/12/2011 15:44;Basin;PIR;Bathroom;8
05/12/2011 15:44;05/12/2011 15:45;Toilet;Flush;Bathroom;8
05/12/2011 15:44;05/12/2011 16:02;Seat;Pressure;Living;8
05/12/2011 16:36;05/12/2011 16:37;Toilet;Flush;Bathroom;8
05/12/2011 16:37;05/12/2011 17:14;Seat;Pressure;Living;8
05/12/2011 17:17;05/12/2011 17:17;Maindoor;Magnetic;Entrance;8
05/12/2011 18:57;05/12/2011 18:57;Maindoor;Magnetic;Entrance;8
05/12/2011 19:01;05/12/2011 19:24;Seat;Pressure;Living;8
05/12/2011 19:24;05/12/2011 19:24;Fridge;Magnetic;Kitchen;8
05/12/2011 19:24;05/12/2011 20:07;Seat;Pressure;Living;8
05/12/2011 20:07;05/12/2011 20:07;Basin;PIR;Bathroom;8
05/12/2011 20:08;05/12/2011 20:09;Toilet;Flush;Bathroom;8
05/12/2011 20:20;05/12/2011 21:06;Seat;Pressure;Living;8
05/12/2011 21:06;05/12/2011 21:06;Basin;PIR;Bathroom;8
05/12/2011 21:06;05/12/2011 21:07;Toilet;Flush;Bathroom;8
05/12/2011 21:06;05/12/2011 21:07;Basin;PIR;Bathroom;8
05/12/2011 21:07;06/12/2011 00:38;Seat;Pressure;Living;8
06/12/2011 00:39;06/12/2011 00:40;Toilet;Flush;Bathroom;8
06/12/2011 00:40;06/12/2011 00:40;Basin;PIR;Bathroom;8
06/12/2011 00:42;06/12/2011 10:07;Bed;Pressure;Bedroom;9
06/12/2011 11:08;06/12/2011 11:09;Toilet;Flush;Bathroom;9
06/12/2011 11:09;06/12/2011 11:09;Basin;PIR;Bathroom;9
06/12/2011 11:10;06/12/2011 11:10;Cabinet;Magnetic;Bathroom;9
06/12/2011 11:10;06/12/2011 11:11;Basin;PIR;Bathroom;9
06/12/2011 11:12;06/12/2011 11:25;Shower;PIR;Bathroom;9
06/12/2011 11:30;06/12/2011 11:33;Toaster;Electric;Kitchen;9
06/12/2011 11:30;06/12/2011 11:30;Cupboard;Magnetic;Kitchen;9
06/12/2011 11:30;06/12/2011 11:31;Fridge;Magnetic;Kitchen;9
06/12/2011 11:31;06/12/2011 11:32;Microwave;Electric;Kitchen;9
06/12/2011 11:39;06/12/2011 14:37;Seat;Pressure;Living;9
06/12/2011 14:40;06/12/2011 14:41;Cupboard;Magnetic;Kitchen;9
06/12/2011 14:41;06/12/2011 15:00;Cooktop;PIR;Kitchen;9
06/12/2011 14:41;06/12/2011 14:51;Microwave;Electric;Kitchen;9
06/12/2011 14:48;06/12/2011 14:48;Fridge;Magnetic;Kitchen;9
06/12/2011 14:52;06/12/2011 14:52;Fridge;Magnetic;Kitchen;9
06/12/2011 14:56;06/12/2011 14:56;Fridge;Magnetic;Kitchen;9
06/12/2011 15:17;06/12/2011 15:18;Seat;Pressure;Living;9
06/12/2011 15:18;06/12/2011 15:20;Basin;PIR;Bathroom;9
06/12/2011 15:21;06/12/2011 17:11;Seat;Pressure;Living;9
06/12/2011 17:18;06/12/2011 17:18;Toilet;Flush;Bathroom;9
06/12/2011 17:19;06/12/2011 17:19;Basin;PIR;Bathroom;9
06/12/2011 17:19;06/12/2011 18:06;Seat;Pressure;Living;9
06/12/2011 18:07;06/12/2011 18:07;Basin;PIR;Bathroom;9
06/12/2011 18:07;06/12/2011 19:22;Seat;Pressure;Living;9
06/12/2011 19:22;06/12/2011 19:22;Fridge;Magnetic;Kitchen;9
06/12/2011 19:25;06/12/2011 19:26;Basin;PIR;Bathroom;9
06/12/2011 19:40;07/12/2011 00:07;Seat;Pressure;Living;9
07/12/2011 00:07;07/12/2011 00:07;Basin;PIR;Bathroom;9
07/12/2011 00:08;07/12/2011 00:54;Seat;Pressure;Living;9
07/12/2011 00:57;07/12/2011 00:57;Toilet;Flush;Bathroom;9
07/12/2011 00:59;07/12/2011 10:45;Bed;Pressure;Bedroom;10
07/12/2011 10:49;07/12/2011 10:49;Toilet;Flush;Bathroom;10
07/12/2011 10:50;07/12/2011 10:50;Cabinet;Magnetic;Bathroom;10
07/12/2011 10:50;07/12/2011 11:04;Basin;PIR;Bathroom;10
07/12/2011 11:04;07/12/2011 11:04;Cabinet;Magnetic;Bathroom;10
07/12/2011 11:05;07/12/2011 11:11;Shower;PIR;Bathroom;10
07/12/2011 11:12;07/12/2011 11:15;Toaster;Electric;Kitchen;10
07/12/2011 11:12;07/12/2011 11:12;Cupboard;Magnetic;Kitchen;10
07/12/2011 11:12;07/12/2011 11:13;Fridge;Magnetic;Kitchen;10
07/12/2011 11:13;07/12/2011 11:17;Microwave;Electric;Kitchen;10
07/12/2011 11:22;07/12/2011 13:56;Seat;Pressure;Living;10
07/12/2011 14:03;07/12/2011 14:03;Cupboard;Magnetic;Kitchen;10
07/12/2011 14:04;07/12/2011 14:22;Cooktop;PIR;Kitchen;10
07/12/2011 14:04;07/12/2011 14:13;Microwave;Electric;Kitchen;10
07/12/2011 14:13;07/12/2011 14:13;Fridge;Magnetic;Kitchen;10
07/12/2011 14:14;07/12/2011 14:15;Fridge;Magnetic;Kitchen;10
07/12/2011 14:27;07/12/2011 14:27;Cupboard;Magnetic;Kitchen;10
07/12/2011 14:27;07/12/2011 14:27;Fridge;Magnetic;Kitchen;10
07/12/2011 14:41;07/12/2011 15:28;Seat;Pressure;Living;10
07/12/2011 15:31;07/12/2011 15:31;Basin;PIR;Bathroom;10
07/12/2011 15:31;07/12/2011 15:32;Toilet;Flush;Bathroom;10
07/12/2011 15:32;07/12/2011 16:11;Seat;Pressure;Living;10
07/12/2011 16:15;07/12/2011 16:21;Basin;PIR;Bathroom;10
07/12/2011 16:25;07/12/2011 16:25;Maindoor;Magnetic;Entrance;10
07/12/2011 18:12;07/12/2011 18:12;Maindoor;Magnetic;Entrance;10
07/12/2011 18:14;07/12/2011 18:14;Basin;PIR;Bathroom;10
07/12/2011 18:15;07/12/2011 18:15;Toilet;Flush;Bathroom;10
07/12/2011 18:15;07/12/2011 19:21;Seat;Pressure;Living;10
07/12/2011 19:23;07/12/2011 19:23;Maindoor;Magnetic;Entrance;10
07/12/2011 19:23;07/12/2011 19:24;Fridge;Magnetic;Kitchen;10
07/12/2011 19:24;07/12/2011 19:24;Cupboard;Magnetic;Kitchen;10
07/12/2011 19:28;07/12/2011 19:28;Fridge;Magnetic;Kitchen;10
07/12/2011 20:37;07/12/2011 20:37;Cupboard;Magnetic;Kitchen;10
07/12/2011 20:38;07/12/2011 20:38;Fridge;Magnetic;Kitchen;10
07/12/2011 20:39;07/12/2011 20:39;Toilet;Flush;Bathroom;10
07/12/2011 20:40;07/12/2011 20:42;Seat;Pressure;Living;10
07/12/2011 20:47;07/12/2011 20:47;Maindoor;Magnetic;Entrance;10
07/12/2011 20:52;07/12/2011 23:19;Seat;Pressure;Living;10
07/12/2011 23:19;07/12/2011 23:19;Basin;PIR;Bathroom;10
07/12/2011 23:20;08/12/2011 01:32;Seat;Pressure;Living;10
08/12/2011 01:39;08/12/2011 11:14;Bed;Pressure;Bedroom;11
08/12/2011 11:17;08/12/2011 11:17;Basin;PIR;Bathroom;11
08/12/2011 11:17;08/12/2011 11:18;Toilet;Flush;Bathroom;11
08/12/2011 11:18;08/12/2011 11:18;Cabinet;Magnetic;Bathroom;11
08/12/2011 11:18;08/12/2011 11:18;Basin;PIR;Bathroom;11
08/12/2011 11:19;08/12/2011 11:24;Shower;PIR;Bathroom;11
08/12/2011 11:25;08/12/2011 11:28;Toaster;Electric;Kitchen;11
08/12/2011 11:25;08/12/2011 11:25;Cupboard;Magnetic;Kitchen;11
08/12/2011 11:26;08/12/2011 11:26;Fridge;Magnetic;Kitchen;11
08/12/2011 11:26;08/12/2011 11:28;Cooktop;PIR;Kitchen;11
08/12/2011 11:26;08/12/2011 11:28;Microwave;Electric;Kitchen;11
08/12/2011 11:36;08/12/2011 13:41;Seat;Pressure;Living;11
08/12/2011 14:04;08/12/2011 14:05;Basin;PIR;Bathroom;11
08/12/2011 14:10;08/12/2011 14:10;Maindoor;Magnetic;Entrance;11
08/12/2011 16:21;08/12/2011 16:21;Maindoor;Magnetic;Entrance;11
08/12/2011 16:24;08/12/2011 22:13;Seat;Pressure;Living;11
08/12/2011 22:13;08/12/2011 22:13;Basin;PIR;Bathroom;11
08/12/2011 22:14;08/12/2011 23:12;Seat;Pressure;Living;11
08/12/2011 23:14;08/12/2011 23:14;Basin;PIR;Bathroom;11
08/12/2011 23:14;09/12/2011 01:03;Seat;Pressure;Living;11
09/12/2011 01:04;09/12/2011 01:05;Basin;PIR;Bathroom;11
09/12/2011 01:16;09/12/2011 10:49;Bed;Pressure;Bedroom;12
09/12/2011 10:51;09/12/2011 10:52;Toilet;Flush;Bathroom;12
09/12/2011 10:52;09/12/2011 10:52;Cabinet;Magnetic;Bathroom;12
09/12/2011 10:52;09/12/2011 10:52;Basin;PIR;Bathroom;12
09/12/2011 10:54;09/12/2011 10:58;Shower;PIR;Bathroom;12
09/12/2011 11:00;09/12/2011 11:02;Toaster;Electric;Kitchen;12
09/12/2011 11:00;09/12/2011 11:00;Cupboard;Magnetic;Kitchen;12
09/12/2011 11:00;09/12/2011 11:01;Fridge;Magnetic;Kitchen;12
09/12/2011 11:01;09/12/2011 11:01;Cooktop;PIR;Kitchen;12
09/12/2011 11:01;09/12/2011 11:03;Microwave;Electric;Kitchen;12
09/12/2011 11:09;09/12/2011 12:32;Seat;Pressure;Living;12
09/12/2011 12:33;09/12/2011 12:42;Basin;PIR;Bathroom;12
09/12/2011 12:44;09/12/2011 12:44;Maindoor;Magnetic;Entrance;12
09/12/2011 16:33;09/12/2011 16:33;Maindoor;Magnetic;Entrance;12
09/12/2011 16:45;09/12/2011 16:59;Seat;Pressure;Living;12
09/12/2011 17:04;09/12/2011 17:05;Toilet;Flush;Bathroom;12
09/12/2011 17:06;09/12/2011 17:59;Seat;Pressure;Living;12
